CodeClient,Civilite,Prenom,Nom,Adresse,CodePostal,Commune,DateNaissance,CreationClient,Email,Twitter,Facebook,Klout,Points,AppMobile,Magasin,Newsletter,ScoreBio,ScoreSoleil
2274375,"Mme","DOMINIQUE","ROSIER","6 LES MAS DE BAUDOUVIN","83160","LA VALETTE DU VAR",1969-05-17 00:00:00,2015-03-25 00:00:00,"ROSIER@yahoo.fr","http://twitter.com/ROSIER","",24.000000,0.000000,0.000000,"Montparnasse",0.000000,0.740000,0.550000
2274380,"Mme","NATHALIE","ASTRUC QUEVAL","VENTALIA LE CLOS DU","83740","LA CADIERE",1992-01-06 00:00:00,2016-10-21 00:00:00,"ASTRUC QUEVAL@yahoo.fr","","ASTRUC QUEVAL@facebook.fr",22.000000,26.000000,0.000000,"Wagram",0.000000,0.760000,0.460000
2274395,"Mme","EKATERINA","EXPERT","139 LOT RESTANQUES THOUAR","83130","LA GARDE",1971-10-26 00:00:00,2015-01-24 00:00:00,"EXPERT@yahoo.fr","","Ekaterina.EXPERT@facebook.com",39.000000,51.000000,0.000000,"Montparnasse",0.000000,0.110000,0.120000
2274400,"Mr","RENE","DUBOIS","19 RUE GEORGES SIMENON","83400","HYERES",1963-12-08 00:00:00,2015-07-11 00:00:00,"RENE.DUBOIS@free.fr","","",1.000000,13.000000,0.000000,"Montparnasse",0.000000,0.950000,0.630000
2274410,"Mme","BEATRICE","TEYSSEDRE","1621 AV J GASQUET","83100","TOULON",1995-10-15 00:00:00,2015-11-20 00:00:00,"Beatrice.TEYSSEDRE@gmail.com","","",20.000000,128.000000,0.000000,"Montparnasse",0.000000,0.970000,0.660000
2274413,"Mme","LAURENCE","BARNASSON","","83130","LA GARDE",1992-10-08 00:00:00,2016-07-29 00:00:00,"Laurence.BARNASSON@icloud.com","http://twitter.com/BARNASSON","BARNASSON@facebook.fr",22.000000,71.000000,0.000000,"Montparnasse",1.000000,0.830000,0.270000
2274423,"Mme","CAHTERINE","DIRIDOLLOU","52 RUE DES GRANDS PINS","83260","LA CRAU",1981-05-20 00:00:00,2016-11-14 00:00:00,"Cahterine_DIRIDOLLOU@outlook.fr","","",6.000000,281.000000,0.000000,"Montparnasse",0.000000,0.710000,0.250000
2274426,"Mme","ODILE","TREBINJAC","RUE DU SERGENT LESCONNEC","83130","LA GARDE",1983-07-04 00:00:00,2016-09-15 00:00:00,"Odile.TREBINJAC@gmail.com","","TREBINJAC@facebook.fr",24.000000,49.000000,0.000000,"Montparnasse",0.000000,0.100000,0.520000
2274450,"Mme","SUZANNE","SARUCO","CHEMIN DU CANEBAS","83320","CARQUEIRANNE",1998-04-04 00:00:00,2015-08-04 00:00:00,"SARUCO@yahoo.fr","","",35.000000,58.000000,0.000000,"Montparnasse",0.000000,0.190000,0.890000
2274460,"Mr","CHRISTIAN","OHANESSIAN","2158 ROUTE DE TOURRIS","83160","LA VALETTE DU VAR",1976-11-26 00:00:00,2016-11-02 00:00:00,"OHANESSIAN@yahoo.fr","","",33.000000,62.000000,0.000000,"Montparnasse",0.000000,0.380000,0.090000
2274466,"Mme","ANNE MARIE","KHIN WAI THI","CHEMIN DU GRAVAILLON","83390","PUGET VILLE",1989-12-31 00:00:00,2016-07-05 00:00:00,"Anne Marie.KHIN WAI THI@free.fr","http://twitter.com/KHIN WAI THI","",41.000000,1.000000,0.000000,"Montparnasse",0.000000,0.060000,0.360000
2274472,"Mme","STEPHANIE","CHEMOUNY","PALMERAIE LE KENTIA N 20","83220","LE PRADET",1977-06-25 00:00:00,2015-05-12 00:00:00,"Stephanie.CHEMOUNY@icloud.com","","",30.000000,11.000000,0.000000,"Montparnasse",1.000000,0.930000,0.590000
2274473,"Mme","MARIE CLAUDE","HUON","140 CHEMIN DES FOURCHES","83210","SOLLIES PONT",1992-09-11 00:00:00,2015-01-24 00:00:00,"Marie Claude.HUON@free.fr","http://twitter.com/Marie Claude.HUON","",6.000000,150.000000,0.000000,"Montparnasse",0.000000,0.170000,0.480000
2274475,"Mme","VERONIQUE","LENAIN","104 ALLEE DES MAGNOLIAS","83100","TOULON",1976-05-05 00:00:00,2016-01-07 00:00:00,"Veronique_LENAIN@outlook.fr","","",142.000000,54.000000,0.000000,"Montparnasse",0.000000,0.010000,0.140000
2274478,"Mme","BEATRICE","CARLOS","","83400","GIENS",1984-04-24 00:00:00,2015-04-18 00:00:00,"Beatrice.CARLOS@icloud.com","http://twitter.com/CARLOS","",14.000000,14.000000,0.000000,"Montparnasse",0.000000,0.500000,0.230000
2274489,"Mme","MARIE-YVETTE","WOLTER","LES OISEAUX 3 A AV","83160","LA VALETTE DU VAR",1981-08-24 00:00:00,2015-03-01 00:00:00,"WOLTER@yahoo.fr","","WOLTER@facebook.fr",42.000000,4.000000,0.000000,"Montparnasse",0.000000,0.160000,0.860000
2274495,"Mme","FABIENNEN","KHEMIS","CHEMIN DU ROBERTI","83160","LA VALETTE DU VAR",1981-02-25 00:00:00,2015-01-24 00:00:00,"KHEMIS@yahoo.fr","","KHEMIS@facebook.fr",17.000000,155.000000,0.000000,"Wagram",0.000000,0.670000,0.900000
2274517,"Mlle","MAGALI","ARANJO","123 CHEM B FLORENT","83200","TOULON",1980-09-03 00:00:00,2016-05-06 00:00:00,"MAGALI_ARANJO@outlook.fr","","ARANJO@facebook.fr",62.000000,57.000000,0.000000,"Montparnasse",0.000000,0.800000,0.480000
2274528,"Mme","","BERNARD","CITE PAUL LANGEVIN BAT","83130","LA GARDE",1984-05-03 00:00:00,2015-03-01 00:00:00,"BERNARD@yahoo.fr","","BERNARD@facebook.fr",32.000000,66.000000,1.000000,"Montparnasse",0.000000,0.810000,0.190000
2274530,"Mlle","JULIE","BERTHIER","","83160","LA VALETTE",1976-02-04 00:00:00,2015-08-28 00:00:00,"Julie_BERTHIER@outlook.fr","","BERTHIER@facebook.fr",38.000000,195.000000,0.000000,"Montparnasse",0.000000,0.570000,0.530000
2274531,"Mme","SIMONETTA","ROBERTI","LOGIS PROVENCAL AV P PICA","83160","LA VALETTE DU VAR",1981-09-11 00:00:00,2015-08-28 00:00:00,"ROBERTI@yahoo.fr","http://twitter.com/Simonetta.ROBERTI","",6.000000,20.000000,0.000000,"Montparnasse",0.000000,0.380000,0.490000
2274534,"Mme","LISELOTTE","LEFEBVRE","194 HAMEAU DES LAURES","83210","LA FARLEDE",1991-09-22 00:00:00,2015-11-08 00:00:00,"LEFEBVRE@yahoo.fr","http://twitter.com/Liselotte.LEFEBVRE","LEFEBVRE@facebook.fr",21.000000,125.000000,0.000000,"Montparnasse",0.000000,0.170000,0.720000
2274535,"Mme","GAETANE","MARMU","16 RUE FIRMIN CAUVIN","83200","TOULON",1980-04-28 00:00:00,2016-01-07 00:00:00,"MARMU@yahoo.fr","http://twitter.com/MARMU","MARMU@facebook.fr",16.000000,28.000000,0.000000,"Montparnasse",0.000000,0.900000,0.660000
2274538,"Mr","YVES","PETIT","IMPASSE DES PARPAILLONS","83136","ROCBARON",1999-07-18 00:00:00,2015-07-23 00:00:00,"Yves.PETIT@free.fr","http://twitter.com/PETIT","PETIT@facebook.fr",61.000000,55.000000,0.000000,"Montparnasse",1.000000,0.220000,0.090000
2274541,"Mme","SONIA","GIROUX","","83000","TOULON",1991-01-30 00:00:00,2015-06-05 00:00:00,"Sonia.GIROUX@icloud.com","http://twitter.com/GIROUX","",54.000000,7.000000,0.000000,"Montparnasse",0.000000,0.690000,0.650000
2274543,"Mme","SILVIA","AMIRI","138 ALLEE DES FAUVETTE","83160","LA VALETTE",1965-03-09 00:00:00,2016-01-19 00:00:00,"AMIRI@yahoo.fr","","SILVIA.AMIRI@facebook.com",18.000000,148.000000,0.000000,"Montparnasse",0.000000,0.310000,0.310000
2274544,"Mme","NICOLE","FRILOUX","","83160","LA VALETTE DU VAR",1989-03-14 00:00:00,2015-05-24 00:00:00,"FRILOUX@yahoo.fr","http://twitter.com/FRILOUX","",113.000000,12.000000,1.000000,"Montparnasse",0.000000,0.720000,0.360000
2274569,"Mme","DOMINIQUE","SOMPAYRAC","CHEMIN DU PAS DEI GARDEEN","83220","LE PRADET",1989-04-16 00:00:00,2016-01-19 00:00:00,"Dominique.SOMPAYRAC@free.fr","http://twitter.com/Dominique.SOMPAYRAC","",48.000000,17.000000,0.000000,"Montparnasse",0.000000,0.970000,0.520000
2274572,"Mme","BRIGITTE","MICHELON","PONT DE MAURICE","83590","GONFARON",1994-02-10 00:00:00,2015-06-29 00:00:00,"Brigitte_MICHELON@outlook.fr","","",22.000000,77.000000,0.000000,"Montparnasse",0.000000,0.760000,0.870000
2274582,"Mme","EVELYNE","POLET RICQUE","HLM LE TOUAR BAT B2","83160","LA VALETTE DU VAR",1982-10-21 00:00:00,2016-07-05 00:00:00,"Evelyne.POLET RICQUE@gmail.com","","POLET RICQUE@facebook.fr",10.000000,69.000000,0.000000,"Montparnasse",0.000000,0.810000,0.770000
2274591,"Mme","NICOLE","AURAY","11 IMPASSE LOUIS IMBERT","83160","LA VALETTE DU VAR",1998-10-14 00:00:00,2015-08-28 00:00:00,"NICOLE.AURAY@free.fr","http://twitter.com/NICOLE.AURAY","AURAY@facebook.fr",22.000000,105.000000,0.000000,"Montparnasse",0.000000,0.070000,0.890000
2274601,"Mme","CAMILLE","HENRY","3 RUE DES CHARDONNERETS","83260","LA CRAU",1988-12-01 00:00:00,2016-02-24 00:00:00,"HENRY@yahoo.fr","http://twitter.com/HENRY","HENRY@facebook.fr",86.000000,35.000000,0.000000,"Montparnasse",0.000000,0.320000,0.940000
2274629,"Mlle","VANESSA","KADOUCHE","535 CHEMIN DES FILLOLS","83210","SOLLIES PONT",1988-06-20 00:00:00,2016-05-18 00:00:00,"VANESSA.KADOUCHE@icloud.com","http://twitter.com/KADOUCHE","KADOUCHE@facebook.fr",24.000000,34.000000,0.000000,"Wagram",0.000000,0.220000,0.130000
2274631,"Mme","JOSIANE","KULMREICH","AV DU CASCAVEOU","83136","ROCBARON",1980-07-24 00:00:00,2016-07-29 00:00:00,"KULMREICH@yahoo.fr","","KULMREICH@facebook.fr",18.000000,49.000000,0.000000,"Montparnasse",0.000000,0.620000,0.790000
2274633,"Mme","LAURE","PASTORI","","83340","LE CANNET DES MAURES",1965-10-10 00:00:00,2016-06-11 00:00:00,"PASTORI@yahoo.fr","","PASTORI@facebook.fr",10.000000,75.000000,0.000000,"Montparnasse",0.000000,0.390000,0.540000
2274675,"Mme","DELPHINE","LE CORNEC","40 RUE ALPHONSE LAVERAND","83220","LE PRADET",1986-11-04 00:00:00,2016-02-24 00:00:00,"LE CORNEC@yahoo.fr","http://twitter.com/Delphine.LE CORNEC","",21.000000,63.000000,0.000000,"Montparnasse",0.000000,0.310000,0.280000
2274683,"Mlle","ILONA","CHAUVET","3 CHEMIN DE LA CARRAIRE","83220","LE PRADET",1981-01-23 00:00:00,2016-09-15 00:00:00,"ILONA.CHAUVET@free.fr","http://twitter.com/CHAUVET","",35.000000,169.000000,0.000000,"Montparnasse",0.000000,0.450000,0.060000
2274696,"Mr","ANNE","DEMENEZ","180 CHEMIN DE PIERRASCAS","83210","LA FARLEDE",1989-09-23 00:00:00,2016-05-30 00:00:00,"DEMENEZ@yahoo.fr","","DEMENEZ@facebook.fr",0.000000,73.000000,0.000000,"Montparnasse",0.000000,0.320000,0.320000
2274701,"Mme","CLAIRE","DUCHE","282 CHEMIN SAN PEYRE","83220","LE PRADET",1986-01-23 00:00:00,2015-08-16 00:00:00,"DUCHE@yahoo.fr","","Claire.DUCHE@facebook.com",33.000000,47.000000,0.000000,"Montparnasse",0.000000,0.660000,0.730000
2274723,"Mr","LAURENT","PIRIZ","AV AMIRAL JEAN PAUL OROSCO","83160","LA VALETTE DU VAR",1984-08-10 00:00:00,2015-12-26 00:00:00,"LAURENT.PIRIZ@free.fr","http://twitter.com/PIRIZ","",25.000000,26.000000,1.000000,"Montparnasse",0.000000,0.740000,0.960000
2274741,"Mme","JUSTINE","DAI","","83220","LE PRADET",1972-04-16 00:00:00,2017-01-01 00:00:00,"Justine.DAI@free.fr","","",143.000000,184.000000,1.000000,"Montparnasse",0.000000,0.050000,0.400000
2274752,"Mlle","FREDERIQUE","DE VALLEUIL","RES LES GENETS BT2","83000","TOULON",1986-01-29 00:00:00,2015-09-21 00:00:00,"Frederique.DE VALLEUIL@gmail.com","http://twitter.com/DE VALLEUIL","",21.000000,54.000000,0.000000,"Montparnasse",0.000000,0.520000,0.490000
2274759,"Mme","GENVIEVE","LAFONTAINE","CHEMIN DES PUITS","83136","FORCALQUEIRET",1982-08-12 00:00:00,2016-04-24 00:00:00,"LAFONTAINE@yahoo.fr","http://twitter.com/LAFONTAINE","LAFONTAINE@facebook.fr",22.000000,66.000000,0.000000,"Montparnasse",0.000000,0.400000,0.110000
2274774,"Mme","CELINE","LECOCQ","RUE DES CALANQUES","83250","LA LONDE LES MAURES",1991-02-23 00:00:00,2016-11-14 00:00:00,"LECOCQ@yahoo.fr","","LECOCQ@facebook.fr",15.000000,34.000000,0.000000,"Montparnasse",0.000000,0.780000,0.300000
2274782,"Mme","DOMINIQUE","RENAUD","105 IMPASSE DES ALOUETTES","83260","LA CRAU",1986-06-14 00:00:00,2015-10-03 00:00:00,"DOMINIQUE.RENAUD@gmail.com","","",249.000000,83.000000,0.000000,"Montparnasse",0.000000,0.150000,0.950000
2274806,"Mlle","KARINE","SZENKER","23 CHEM DE LA MARQUISANNE","83220","LE PRADET",1981-06-20 00:00:00,2015-01-24 00:00:00,"Karine_SZENKER@outlook.fr","http://twitter.com/SZENKER","Karine.SZENKER@facebook.com",33.000000,32.000000,0.000000,"Montparnasse",0.000000,0.770000,0.300000
2274811,"Mme","CLAUDINE","LAMBART","36 ALLEE DES COUSTELINES","83110","SANARY SUR MER",1997-11-14 00:00:00,2015-07-23 00:00:00,"CLAUDINE.LAMBART@gmail.com","","",7.000000,225.000000,0.000000,"Montparnasse",0.000000,0.500000,0.580000
2274823,"Mme","RUTH","BIDEGAIN","326 CH DU COL D ARTAUD","83500","LA SEYNE SUR MER",1986-05-18 00:00:00,2015-04-18 00:00:00,"BIDEGAIN@yahoo.fr","http://twitter.com/BIDEGAIN","BIDEGAIN@facebook.fr",12.000000,51.000000,0.000000,"Montparnasse",0.000000,0.160000,0.810000
2274853,"Mme","JOSEE","LAUGIER","HLM LES CRAUS ENTREE A 19","83160","LA VALETTE",1986-08-15 00:00:00,2015-08-04 00:00:00,"Josee_LAUGIER@outlook.fr","","LAUGIER@facebook.fr",35.000000,57.000000,0.000000,"Montparnasse",0.000000,0.770000,0.150000
2274877,"Mme","MARIE JOSE","DE BERNIS","198 RUE DU PIN PARASOL","83130","LA GARDE",1997-02-21 00:00:00,2016-01-19 00:00:00,"MARIE JOSE.DE BERNIS@free.fr","http://twitter.com/DE BERNIS","DE BERNIS@facebook.fr",72.000000,141.000000,0.000000,"Wagram",0.000000,0.680000,0.280000
2274915,"Mme","NICOLE","MICHEL PROST","392 BLV E V GUES","83100","TOULON",1969-08-24 00:00:00,2016-05-18 00:00:00,"MICHEL PROST@yahoo.fr","http://twitter.com/Nicole.MICHEL PROST","Nicole.MICHEL PROST@facebook.com",0.000000,6.000000,0.000000,"Montparnasse",0.000000,0.910000,0.930000
2274921,"Mme","EMMANUELLE","DE GOUTEL","1164 CH DE GUIRAND","83210","SOLLIES TOUCAS",1997-05-07 00:00:00,2016-04-12 00:00:00,"Emmanuelle.DE GOUTEL@gmail.com","","",56.000000,234.000000,0.000000,"Wagram",0.000000,0.940000,0.280000
2274924,"Mme","MARION","PRIVAT","RES LA TREILLE BAT B","83160","LA VALETTE",1984-10-25 00:00:00,2015-08-16 00:00:00,"Marion.PRIVAT@free.fr","http://twitter.com/Marion.PRIVAT","",34.000000,37.000000,0.000000,"Montparnasse",0.000000,0.540000,0.210000
2274929,"Mme","MICHELINE","VERGER","QUART DES CHABERTES","83160","LA VALETTE",1990-04-14 00:00:00,2015-10-15 00:00:00,"Micheline.VERGER@gmail.com","","VERGER@facebook.fr",29.000000,58.000000,0.000000,"Montparnasse",0.000000,0.460000,0.600000
2274942,"Mme","JOSE","RODRIGUES","46 AV MICHEL ZUNINO","83130","LA GARDE",1984-09-30 00:00:00,2016-06-23 00:00:00,"JOSE.RODRIGUES@icloud.com","http://twitter.com/JOSE.RODRIGUES","JOSE.RODRIGUES@facebook.com",30.000000,247.000000,0.000000,"Montparnasse",0.000000,0.130000,0.600000
2274943,"Mme","SANDRA","LEROUX ROBERT","2266 ROUTE DE CABASSON","83230","BORMES LES MIMOSAS",1965-09-27 00:00:00,2015-09-21 00:00:00,"LEROUX ROBERT@yahoo.fr","http://twitter.com/LEROUX ROBERT","Sandra.LEROUX ROBERT@facebook.com",20.000000,127.000000,1.000000,"Montparnasse",1.000000,0.660000,0.880000
2274958,"Mme","FRANCOISE","LEFEBVRE","85 RUE DU SAULE","83130","LA GARDE",1986-06-20 00:00:00,2016-05-30 00:00:00,"LEFEBVRE@yahoo.fr","http://twitter.com/LEFEBVRE","LEFEBVRE@facebook.fr",44.000000,41.000000,0.000000,"Montparnasse",0.000000,0.960000,0.140000
2274967,"Mme","EVELYNE","BECQUART","2 BIS RUE DES FOURS","83390","CUERS",1984-10-08 00:00:00,2016-11-14 00:00:00,"BECQUART@yahoo.fr","","BECQUART@facebook.fr",12.000000,56.000000,0.000000,"Montparnasse",0.000000,0.930000,0.440000
2274974,"Mme","CAROLINE","SEBRET VIMARD","315 ROND POINT DE STELLA","83110","SANARY",1996-07-08 00:00:00,2015-08-28 00:00:00,"Caroline.SEBRET VIMARD@free.fr","http://twitter.com/Caroline.SEBRET VIMARD","SEBRET VIMARD@facebook.fr",17.000000,65.000000,0.000000,"Montparnasse",0.000000,0.330000,0.170000
2275001,"Mme","LUCETTE","GONTIER","936 ROUTE DE TOURRIS","83160","LA VALETTE",1994-07-27 00:00:00,2015-03-25 00:00:00,"GONTIER@yahoo.fr","http://twitter.com/LUCETTE.GONTIER","GONTIER@facebook.fr",34.000000,14.000000,0.000000,"Montparnasse",0.000000,0.440000,0.130000
2275020,"Mme","EDYTA","PLESS","","83190","OLLIOULES",1996-09-21 00:00:00,2015-03-25 00:00:00,"PLESS@yahoo.fr","","PLESS@facebook.fr",46.000000,30.000000,1.000000,"Montparnasse",0.000000,0.660000,0.160000
2275028,"Mme","VERONIQUE","LESSENT","239 CHM DE LA CARRAIRE","83200","TOULON",1998-01-18 00:00:00,2016-07-29 00:00:00,"Veronique_LESSENT@outlook.fr","","Veronique.LESSENT@facebook.com",43.000000,26.000000,0.000000,"Montparnasse",0.000000,0.590000,0.810000
2275042,"Mme","ALIETTE","BOURDON","","83260","LA CRAU",1984-01-08 00:00:00,2016-07-17 00:00:00,"BOURDON@yahoo.fr","http://twitter.com/BOURDON","",11.000000,24.000000,0.000000,"Wagram",0.000000,0.820000,0.410000
2275047,"Mme","ANNIE","LEMERCIER","","83100","LA GARDE",1987-11-01 00:00:00,2016-07-29 00:00:00,"ANNIE_LEMERCIER@outlook.fr","","LEMERCIER@facebook.fr",22.000000,31.000000,0.000000,"Montparnasse",0.000000,0.090000,0.750000
2275049,"Mme","KARINE","GILLET","1 RUE MARCEL PAGNOL","83340","LE LUC",1983-09-10 00:00:00,2016-11-26 00:00:00,"Karine.GILLET@free.fr","","Karine.GILLET@facebook.com",39.000000,48.000000,0.000000,"Montparnasse",0.000000,0.570000,0.750000
2275054,"Mme","MICHELE","DESPLANTES","LE CLOS ST MARC VILLA G2","83330","LE BEAUSSET",1985-09-08 00:00:00,2016-10-21 00:00:00,"MICHELE.DESPLANTES@free.fr","http://twitter.com/MICHELE.DESPLANTES","DESPLANTES@facebook.fr",51.000000,40.000000,0.000000,"Montparnasse",0.000000,0.220000,0.820000
2275055,"Mme","CLAUDINE","YUE YEW","42 CHEMIN DE LA GUERINIERE","83100","TOULON",1986-05-26 00:00:00,2016-04-12 00:00:00,"Claudine.YUE YEW@free.fr","http://twitter.com/YUE YEW","YUE YEW@facebook.fr",66.000000,85.000000,0.000000,"Montparnasse",1.000000,0.190000,0.020000
2275064,"Mlle","MARIE AUDE","COPELLO","24 LOT DES MICOUCOULIERS","83210","SOLLIES PONT",1986-08-07 00:00:00,2015-09-09 00:00:00,"COPELLO@yahoo.fr","","COPELLO@facebook.fr",53.000000,125.000000,0.000000,"Montparnasse",0.000000,0.110000,0.100000
2275067,"Mme","CAROLE","MASSARI","CH DU VALLON","83210","BELGENTIER",1969-03-17 00:00:00,2016-09-27 00:00:00,"Carole.MASSARI@gmail.com","","",23.000000,197.000000,0.000000,"Montparnasse",0.000000,0.140000,0.640000
2275068,"Mme","BERNADETTE","JAULNEAU","LE DOMINIQUE","83210","SOLLIES PONT",1987-03-14 00:00:00,2015-08-16 00:00:00,"BERNADETTE.JAULNEAU@free.fr","","BERNADETTE.JAULNEAU@facebook.com",42.000000,84.000000,1.000000,"Montparnasse",0.000000,0.090000,0.220000
2275077,"Mme","CATHERINE","ARNOUX DECAMPS","582 AVENUE DU POUVEREL","83130","LA GARDE",1969-03-07 00:00:00,2015-04-18 00:00:00,"CATHERINE.ARNOUX DECAMPS@gmail.com","","",39.000000,49.000000,0.000000,"Montparnasse",0.000000,0.060000,0.360000
2275085,"Mme","MESSODY","THERY CASARI","","83160","LA VALETTE",1995-01-15 00:00:00,2016-04-24 00:00:00,"Messody.THERY CASARI@icloud.com","","",5.000000,107.000000,1.000000,"Montparnasse",0.000000,0.120000,0.790000
2275086,"Mme","MONIQUE","COGAN","36 BD DU ROI ALBERT 1 ER","83320","CARQUEIRANNE",1981-04-24 00:00:00,2016-08-22 00:00:00,"Monique.COGAN@gmail.com","","COGAN@facebook.fr",8.000000,253.000000,0.000000,"Wagram",0.000000,0.150000,0.720000
2275098,"Mme","PATRICIA","COLIN","250 RUE JULES VALLES","83130","LA GARDE",1977-02-23 00:00:00,2016-09-27 00:00:00,"PATRICIA.COLIN@icloud.com","","",93.000000,94.000000,0.000000,"Montparnasse",0.000000,0.800000,0.780000
2275113,"Mlle","CHERIFA","BERNIT","16CHEMIN DE L'AMIRAL","83400","HYERES",1980-04-19 00:00:00,2016-07-17 00:00:00,"CHERIFA.BERNIT@icloud.com","http://twitter.com/BERNIT","",20.000000,128.000000,0.000000,"Montparnasse",0.000000,1.000000,0.170000
2275133,"Mme","FRANCOISE","ZAOUCH","LE ST DOMINIQUE N 5","83210","LA FARLEDE",1964-01-17 00:00:00,2015-04-30 00:00:00,"ZAOUCH@yahoo.fr","http://twitter.com/ZAOUCH","",109.000000,23.000000,0.000000,"Montparnasse",0.000000,0.920000,0.300000
2275148,"Mlle","FRANCOISE","OUAPO","RN 97","83660","CARNOULES",1999-08-30 00:00:00,2015-06-17 00:00:00,"Francoise.OUAPO@gmail.com","http://twitter.com/Francoise.OUAPO","",171.000000,134.000000,0.000000,"Montparnasse",0.000000,0.490000,0.450000
2275159,"Mme","ALYETTE","DUCHENE","105 BD E PELLETAN","83000","TOULON",1987-10-09 00:00:00,2015-03-01 00:00:00,"DUCHENE@yahoo.fr","","",3.000000,224.000000,0.000000,"Montparnasse",0.000000,0.150000,0.400000
2275177,"Mme","EVELYNE MARIE","ROCHICCIOLI","905 ROUTE DES COMBES","83210","SOLLIES VILLE",1974-02-06 00:00:00,2015-11-08 00:00:00,"ROCHICCIOLI@yahoo.fr","http://twitter.com/ROCHICCIOLI","Evelyne Marie.ROCHICCIOLI@facebook.com",131.000000,11.000000,1.000000,"Montparnasse",0.000000,0.750000,0.680000
2275190,"Mme","TINA","ANTOINE","43 AVENUE CONSTANT PERROUD","83100","TOULON",1982-05-19 00:00:00,2015-10-03 00:00:00,"ANTOINE@yahoo.fr","","ANTOINE@facebook.fr",28.000000,49.000000,0.000000,"Wagram",0.000000,0.340000,0.970000
2275207,"Mlle","MICHELE","YBERT","54 AVENUE GAMBETTA","83500","LA SEYNE SUR MER",1990-10-15 00:00:00,2015-01-24 00:00:00,"Michele.YBERT@gmail.com","http://twitter.com/Michele.YBERT","Michele.YBERT@facebook.com",19.000000,33.000000,0.000000,"Montparnasse",0.000000,0.210000,0.750000
2275212,"Mme","YVETTE","DUFFAU","","83200","TOULON",1992-06-16 00:00:00,2015-06-29 00:00:00,"Yvette.DUFFAU@gmail.com","","",48.000000,20.000000,0.000000,"Montparnasse",0.000000,0.760000,0.330000
2275222,"Mme","GLADYS","MORDREL","","83400","HYERES",1966-04-13 00:00:00,2015-03-25 00:00:00,"MORDREL@yahoo.fr","http://twitter.com/MORDREL","MORDREL@facebook.fr",18.000000,1.000000,0.000000,"Montparnasse",0.000000,0.400000,0.330000
2275232,"Mlle","SANDRINE","CABRAL","79 RUE CNE PIERRE DELSOL","83130","LA GARDE",1998-03-13 00:00:00,2015-04-30 00:00:00,"Sandrine_CABRAL@outlook.fr","","CABRAL@facebook.fr",17.000000,17.000000,0.000000,"Montparnasse",0.000000,0.310000,0.970000
2275236,"Mme","MARIE","BREARD","CHEMIN DE LA CROTADE","83320","CARQUEIRANNE",1984-12-30 00:00:00,2016-01-19 00:00:00,"MARIE_BREARD@outlook.fr","http://twitter.com/BREARD","BREARD@facebook.fr",24.000000,107.000000,0.000000,"Montparnasse",0.000000,0.290000,0.350000
2275250,"Mme","FATIMA","ZEPPILLI","232 RUE DES ORANGERS","83140","SIX FOURS LES PLAGES",1986-10-04 00:00:00,2016-05-30 00:00:00,"ZEPPILLI@yahoo.fr","","",14.000000,29.000000,0.000000,"Montparnasse",0.000000,0.400000,0.740000
2275257,"Mme","DOROTHY","CHELLI","436 RUE G VEYGAND","83220","LA PRADET",1987-09-09 00:00:00,2015-08-16 00:00:00,"CHELLI@yahoo.fr","","",43.000000,31.000000,0.000000,"Montparnasse",0.000000,0.010000,0.240000
2275281,"Mme","CLAUDIE","VERON","19, AVE DE LA ROUVRAIE","83580","GASSIN",1993-05-21 00:00:00,2016-01-19 00:00:00,"VERON@yahoo.fr","http://twitter.com/VERON","Claudie.VERON@facebook.com",105.000000,53.000000,0.000000,"Montparnasse",0.000000,0.020000,0.530000
2275293,"Mme","JACQUELINE","DE SAILLY","37 RUE JACQUEMET","83000","TOULON",1995-09-10 00:00:00,2016-01-19 00:00:00,"Jacqueline.DE SAILLY@free.fr","","DE SAILLY@facebook.fr",33.000000,80.000000,0.000000,"Montparnasse",0.000000,0.300000,0.810000
2275294,"Mlle","JACQUELINE","MAURIN","LE RIGAUD 200 AV DE LIMANS","83260","LA CRAU",1985-03-15 00:00:00,2015-10-03 00:00:00,"MAURIN@yahoo.fr","http://twitter.com/MAURIN","MAURIN@facebook.fr",72.000000,36.000000,0.000000,"Wagram",0.000000,0.850000,0.650000
2275317,"Mr","DANIEL","GALENE","5 CH DE LA RITORTE","83407","HYERES",1972-09-11 00:00:00,2016-11-26 00:00:00,"Daniel.GALENE@gmail.com","http://twitter.com/GALENE","",42.000000,64.000000,0.000000,"Montparnasse",0.000000,0.920000,0.150000
2275341,"Mme","CHRISTIANE","MICHEL","","83160","LA VALETTE",1991-09-24 00:00:00,2016-01-07 00:00:00,"CHRISTIANE.MICHEL@free.fr","","MICHEL@facebook.fr",4.000000,122.000000,0.000000,"Montparnasse",1.000000,0.610000,0.380000
2275348,"Mme","HENRIETTE","DEMAY","","83590","GONFARON",1987-11-24 00:00:00,2015-11-08 00:00:00,"Henriette_DEMAY@outlook.fr","http://twitter.com/Henriette.DEMAY","Henriette.DEMAY@facebook.com",4.000000,106.000000,0.000000,"Montparnasse",0.000000,0.750000,0.690000
2275377,"Mme","VERONIQUE","PRIEN","1247 ROUTE DU FARON","83200","TOULON",1983-02-05 00:00:00,2016-08-10 00:00:00,"VERONIQUE.PRIEN@free.fr","","VERONIQUE.PRIEN@facebook.com",9.000000,116.000000,0.000000,"Montparnasse",0.000000,0.620000,0.520000
